INSTNM,LONGITUD,LATITUDE
Southern College of Optometry,-90.019856,35.138252
Southern Connecticut State University,-72.948806,41.331852
Southern Crescent Technical College,-84.291662,33.255438
Southern Illinois University-Carbondale,-89.218724,37.713239
Southern Illinois University-Edwardsville,-89.997779,38.793949
Southern Illinois University-System Office,-89.221714,37.707224
Southern Maine Community College,-70.228098,43.647335
Southern Methodist University,-96.784855,32.845254
Southern Nazarene University,-97.629504,35.513295
Southern New Hampshire University,-71.453938,43.039892
Southern Oklahoma Technology Center,-97.083164,34.185397
Southern Oregon University,-122.694034,42.186467
Southern Polytechnic State University,-84.519276,33.938992
Southern Regional Technical College,-83.949244,30.861425
Southern School of Beauty Inc,-96.376955,33.991145
Southern State Community College,-83.614085,39.236924
Southern Technical College,-81.399681,28.44863
Southern Technical College,-81.877223,26.595795
Southern Texas Careers Academy,-98.207661,26.23789
Southern Union State Community College,-85.57345,33.128448
Southern University and A & M College,-91.190105,30.524558
Southern University at New Orleans,-90.044379,30.02669
Southern University at Shreveport,-93.834559,32.545632
Southern University Law Center,-91.194808,30.523808
Southern University-Board and System,-91.196629,30.521517
Southern Utah University,-113.070146,37.674617
Southern Vermont College,-73.21866,42.867031
Southern Virginia University,-79.350296,37.740669
Southern Wesleyan University,-82.761586,34.728068
Southern West Virginia Community and Technical College,-82.023014,37.851756
Southern Westchester BOCES-Practical Nursing Program,-73.741091,40.9742
Southern Worcester County Regional Voc School District,-71.956311,42.13549
Southside Regional Medical Center Professional Schools,-77.400021,37.26768
Southside Virginia Community College,-77.917964,36.839073
Southwest Acupuncture College-Albuquerque,-106.558075,35.145849
Southwest Acupuncture College-Boulder,-105.199471,40.069443
Southwest Acupuncture College-Santa Fe,-105.949973,35.661847
Southwest Applied Technology College,-113.069906,37.664147
Southwest Baptist University,-93.410451,37.601603
Southwest College of Naturopathic Medicine & Health Sciences,-111.894935,33.408742
Southwest Collegiate Institute for the Deaf,-101.503419,32.227753
Southwest Georgia Technical College,-83.9514,30.863799
Southwest Institute of Healing Arts,-111.922481,33.415334
Southwest Minnesota State University,-95.75983,44.455023
Southwest Mississippi Community College,-90.442844,31.29622
Southwest School of Business and Technical Careers-San Antonio,-98.517333,29.36776
Southwest Skill Center-Campus of Estrella Mountain Community College,-112.343176,33.480685
Southwest Technology Center,-99.341161,34.668194
Southwest Tennessee Community College,-90.036543,35.137577
Southwest Texas Junior College,-99.741245,29.219676
Southwest University at El Paso,-106.413168,31.788352
Southwest University of Visual Arts-Albuquerque,-106.589352,35.088818
Southwest University of Visual Arts-Tucson,-110.927321,32.252384
Southwest Virginia Community College,-81.796682,37.006196
Southwest Wisconsin Technical College,-90.637714,42.976238
Southwestern Adventist University,-97.328511,32.397136
Southwestern Assemblies of God University,-96.85315,32.405477
Southwestern Christian College,-96.286747,32.735778
Southwestern Christian University,-97.639411,35.513596
Southwestern College,-105.973055,35.821845
Southwestern College,-96.9783,37.2493
Southwestern College,-116.997215,32.641567
Southwestern Community College,-83.207129,35.348575
Southwestern Community College,-94.380906,41.073437
Southwestern Illinois College,-89.924466,38.516406
Southwestern Indian Polytechnic Institute,-106.663062,35.176075
Southwestern Law School,-118.288375,34.061558
Southwestern Michigan College,-86.082941,41.965179
Southwestern Oklahoma State University,-98.707964,35.534609
Southwestern Oregon Community College,-124.25224,43.395327
Southwestern University,-97.664637,30.635194
SOWELA Technical Community College,-93.16252,30.217331
Spa Tech Institute-Ipswich,-70.849391,42.688622
Spa Tech Institute-Plymouth,-70.704511,41.958456
Spa Tech Institute-Westboro,-71.635686,42.285984
Spa Tech Institute-Westbrook,-70.335331,43.67659
Spalding University,-85.758851,38.2415
Spanish-American Institute,-73.987356,40.757277
Spartan College of Aeronautics & Technology,-118.377744,33.956018
Spartan College of Aeronautics and Technology,-95.879012,36.178011
Spartanburg Community College,-81.989975,34.974828
Spartanburg Methodist College,-81.970898,34.954585
Specs Howard School of Media Arts,-83.239309,42.459245
Spelman College,-84.410118,33.74519
Spencerian College-Lexington,-84.544871,38.0218
Spencerian College-Louisville,-85.821198,38.17609
Spertus College,-87.624634,41.872741
Spokane Community College,-117.360957,47.672571
Spokane Falls Community College,-117.463538,47.676741
Spoon River College,-90.072216,40.527896
Spring Arbor University,-84.551918,42.206233
Spring Hill College,-88.138199,30.694751
Springfield Beauty Academy,-77.196365,38.831881
Springfield College,-72.555688,42.105033
Springfield College of Beauty,-123.01632,44.046745
Springfield College-School of Professional and Continuing Studies,-72.557049,42.102696
Springfield Technical Community College,-72.581598,42.108393
St Andrews University,-79.478385,34.746283
St Bernard's School of Theology and Ministry,-77.526326,43.102185
St Bonaventure University,-78.47586,42.07863
St Catherine University,-93.181925,44.924542
St Charles Community College,-90.640147,38.760425
St Clair County Community College,-82.428717,42.979494
St Cloud Technical and Community College,-94.176938,45.580341
St Francis College,-73.991653,40.693076
St Francis Medical Center-School of Radiologic Technology,-74.741869,40.216592
St James Mercy Hospital School of Radiologic Science,-77.660564,42.313847
St John's College,-76.491397,38.981513
St John's Seminary,-119.001395,34.244034
St John's University-New York,-73.795301,40.721979
St Joseph School of Nursing,-71.459428,41.856096
St Joseph School of Nursing,-71.478977,42.74999
St Joseph's College of Nursing at St Joseph's Hospital Health Center,-76.148355,43.055355
St Joseph's Medical Center School of Radiography,-73.897524,40.929512
St Lawrence University,-75.161343,44.589879
St Louis College of Health Careers-Fenton,-90.470904,38.544635
St Louis College of Health Careers-St Louis,-90.260564,38.631599
St Louis College of Pharmacy,-90.260357,38.637165
St Louis Hair Academy,-90.215765,38.66547
St Luke's College,-96.404922,42.517806
St Lukes Hospital School of Nursing,-75.392396,40.608185
St Margaret School of Nursing,-79.864028,40.491134
St Mary's College of Maryland,-76.425706,38.188615
St Mary's University,-98.564307,29.451793
St Olaf College,-93.183633,44.462884
St Paul's School of Nursing-Queens,-73.858441,40.72921
St Paul's School of Nursing-Staten Island,-74.179282,40.605686
St Petersburg College,-82.717321,27.9026
St Philip's College,-98.452987,29.41456
St Thomas University,-80.256265,25.920915
St Vincent's College,-73.201106,41.201198
St. Gregory's University,-96.954186,35.367401
St. John's College,-105.912226,35.666789
St. John's College-Department of Nursing,-89.645795,39.807318
St. Thomas Aquinas College,-73.934182,41.041126
Stage One-The Hair School,-93.221527,30.1961
Stanbridge College,-117.857636,33.678879
Standard Beauty College of Oklahoma,-96.102487,36.139685
Standard Healthcare Services-College of Nursing,-77.210215,38.907574
Stanford University,-122.168826,37.426967
Stanly Community College,-80.236005,35.339846
Star Career Academy-Audubon,-75.417361,40.11858
Star Career Academy-Clifton,-74.14218,40.87788
Star Career Academy-Egg Harbor,-74.612508,39.43275
Star Career Academy-New York,-73.999551,40.738251
Star Career Academy-Newark,-74.168818,40.742528
Star Career Academy-Philadelphia,-75.034251,40.074651
Star Career Academy-Syosset,-73.519957,40.805326
Star Career Academy_Brick,-74.14461,40.030965
Star College of Cosmetology 2,-95.295745,32.347649
Star Truck Driving School-Bensenville,-87.947023,41.976323
Star Truck Driving School-Hickory Hills,-87.810777,41.718623
Stark State College,-81.437798,40.869332
Starr King School for the Ministry,-122.261778,37.876939
Starting Points Inc,-74.06951,40.72971
State Career College,-87.870451,42.371
State Center Community College District,-119.792755,36.768865
State College of Beauty Culture Inc,-89.625182,44.958536
State College of Florida-Manatee-Sarasota,-82.591739,27.436066
State Fair Community College,-93.269608,38.699145
State Technical College of Missouri,-91.811298,38.468301
State University of New York at New Paltz,-74.088727,41.737205
Staunton School of Cosmetology,-79.070618,38.149493
Stautzenberger College-Brecksville,-81.643206,41.288779
Stautzenberger College-Maumee,-83.68506,41.58344
Stella and Charles Guttman Community College,-73.984131,40.75281
StenoTech Career Institute-Fairfield,-74.476411,40.55291
StenoTech Career Institute-Piscataway,-74.47443,40.551998
Stenotype Institute of Jacksonville Inc-Jacksonville,-81.635062,30.289644
Stephen F Austin State University,-94.58546,31.58562
Stephens College,-92.322997,38.950631
Sterling College,-72.382372,44.65225
Sterling College,-98.209966,38.219783
Sterling Health Center,-96.828081,32.9818
Stetson University,-81.301604,29.036295
Steven Papageorge Hair Academy,-87.657262,41.939864
Stevens Institute of Technology,-74.025334,40.744776
Stevens-Henager College,-113.555511,37.08327
Stevens-Henager College,-112.051671,43.48362
Stevens-Henager College,-116.278761,43.59087
Stevens-Henager College,-111.835961,41.718039
Stevens-Henager College,-111.902145,40.659626
Stevens-Henager College,-111.713264,40.269691
Stevens-Henager College,-112.011617,41.232847
Stevens-The Institute of Business & Arts,-90.201111,38.63292
Stevenson University,-76.701247,39.421264
Stevensons Academy of Hair Design,-90.052369,29.948489
Stewart School,-96.746095,43.555418
Stillman College,-87.585242,33.199228
Stillwater Beauty Academy,-97.04019,36.133143
Stockton University,-74.531087,39.492036
Stone Academy-East Hartford,-72.606686,41.779013
Stone Academy-Hamden,-72.977191,41.2678
Stone Academy-Waterbury,-72.98033,41.54509
Stone Child College,-109.868119,48.300808
Stonehill College,-71.078123,42.061448
Stony Brook University,-73.123595,40.913138
Strand College of Hair Design,-78.815652,33.74785
Stratford School of Aviation Maintenance Technicians,-73.13076,41.16124
Stratford University,-77.311211,38.87519
Strayer University-Alabama,-86.717661,33.43873
Strayer University-Arkansas,-92.396031,34.74735
Strayer University-Delaware,-75.659921,39.6862
Strayer University-District of Columbia,-77.034349,38.904851
Strayer University-Florida,-82.548221,27.99004
Strayer University-Georgia,-84.275501,33.874785
Strayer University-Global Region,-77.034021,38.90477
Strayer University-Louisiana,-90.123871,30.00133
Strayer University-Maryland,-76.918794,38.827085
Strayer University-Mississippi,-90.149451,32.38099
Strayer University-New Jersey,-75.016011,39.93909
Strayer University-North Carolina,-78.822371,35.86518
Strayer University-Pennsylvania,-74.965591,40.13794
Strayer University-South Carolina,-82.357811,34.85654
Strayer University-Tennessee,-89.899621,35.0775
Strayer University-Texas,-97.740231,30.37212
Strayer University-Virginia,-77.085101,38.8909
Strayer University-West Virginia,-81.92702,38.45354
Stroudsburg School of Cosmetology,-75.197073,40.98621
Studio Academy of Beauty,-111.84318,33.31467
Studio Beauty School,-117.42662,47.683369
Studio Incamminati,-75.158406,39.958782
Studio Jewelers,-73.983774,40.745464
Stylemaster College of Hair Design,-122.934826,46.135905
Styles and Profiles Beauty College,-88.592596,35.169759
Styletrends Barber and Hairstyling Academy,-81.028029,34.923083
Success Schools,-87.358016,41.469618
Suffolk Beauty Academy,-76.563928,36.73951
Suffolk County Community College,-73.056165,40.848963
Suffolk University,-71.06192,42.359134
Sul Ross State University,-103.65007,30.363418
Sullivan and Cogliano Training Center,-80.27734,25.924395
Sullivan College of Technology and Design,-85.688469,38.200292
Sullivan County BOCES-Practical Nursing Program,-74.778741,41.788239
Sullivan County Community College,-74.668376,41.764174
Sullivan University,-85.670489,38.212824
SUM Bible College and Theological Seminary,-122.177765,37.734083
Summit Academy Opportunities Industrialization Center,-93.295151,44.983265
Summit Christian College,-103.675715,41.829274
Summit College,-117.30975,34.05402
Summit Salon Academy,-122.472091,47.22314
Summit Salon Academy,-82.525131,28.05182
Summit Salon Academy-Cincinnati,-84.621201,39.14617
Summit Salon Academy-Gainesville,-82.416641,29.65474
Summit Salon Academy-Lexington,-84.453521,38.02873
Summit Salon Academy-Perrysburg,-83.620281,41.54424
Summit University of Pennsylvania,-75.683551,41.496219
Sumner College,-122.748041,45.40916
Sumter Beauty College,-80.351865,33.94459
Suncoast Technical College,-82.500827,27.285486
Sunnyside Beauty Academy,-119.986499,46.324684
Sunstate Academy,-82.732693,27.967041
Sunstate Academy,-81.868291,26.595777
Sunstate Academy-Jones Technical Institute,-81.560811,30.20892
SUNY at Albany,-73.825014,42.686917
SUNY at Binghamton,-75.971143,42.088049
SUNY at Fredonia,-79.336109,42.450961
SUNY at Purchase College,-73.700127,41.047092
SUNY Broome Community College,-75.909212,42.13532
SUNY Buffalo State,-78.88067,42.934199
SUNY College at Brockport,-77.949824,43.209862
SUNY College at Cortland,-76.197909,42.590158
SUNY College at Geneseo,-77.821999,42.796864
SUNY College at Old Westbury,-73.570966,40.789842
SUNY College at Oswego,-76.543885,43.453047
SUNY College at Plattsburgh,-73.467342,44.691103
SUNY College at Potsdam,-74.976889,44.662862
SUNY College of Agriculture and Technology at Cobleskill,-74.498247,42.67257
SUNY College of Environmental Science and Forestry,-76.139236,43.034355
SUNY College of Optometry,-73.982236,40.754465
SUNY College of Technology at Alfred,-77.791073,42.258723
SUNY College of Technology at Canton,-75.185005,44.607346
SUNY College of Technology at Delhi,-74.924225,42.270129
SUNY Downstate Medical Center,-73.943827,40.655283
SUNY Empire State College,-73.779915,43.078304
SUNY Maritime College,-73.800336,40.809048
SUNY Oneonta,-75.064186,42.466555
SUNY Polytechnic Institute,-75.2292,43.13528
SUNY Westchester Community College,-73.78814,41.06717
SUNY-System Office,-73.749737,42.647976
Surry Community College,-80.716834,36.384334
Susquehanna County Career and Technology Center,-75.89551,41.78638
Susquehanna University,-76.87521,40.79774
Sussex County Community College,-74.758079,41.067633
Sutter Beauty College,-121.633405,39.132516
SW School of Business and Technical Careers,-100.506009,28.707864
SW School of Business and Technical Careers-Cosmetology,-98.498985,29.457067
Swarthmore College,-75.356066,39.904081
Swedish Institute a College of Health Sciences,-73.99567,40.746384
Sweet Briar College,-79.079735,37.556317
Sylvain Melloul International Hair Academy,-79.178601,37.36503
Syracuse City Schools Practical Nursing Program,-76.144277,43.047991
Syracuse University,-76.136633,43.040005
Tabor College,-97.20096,38.348606
Tacoma Community College,-122.521057,47.246369
Taft College,-119.459751,35.149343
Taft University System,-104.932501,39.70586
Talladega College,-86.113675,33.434258
Tallahassee Community College,-84.341462,30.445234
Talmudic College of Florida,-80.141334,25.7949
Talmudical Academy-New Jersey,-74.250332,40.217171
Talmudical Institute of Upstate New York,-77.574943,43.147062
Talmudical Seminary of Bobov,-73.995267,40.634729
Talmudical Seminary Oholei Torah,-73.972235,40.635963
Talmudical Yeshiva of Philadelphia,-75.247987,39.989483
Tarleton State University,-98.22008,32.215665
Tarrant County College District,-97.327948,32.747501
Taylor Andrews Academy of Hair Design-West Jordan,-111.934083,40.587368
Taylor Andrews Academy-Orem,-111.707831,40.27318
Taylor Andrews Academy-St George,-113.555601,37.10809
Taylor Business Institute,-87.624794,41.885919
Taylor College,-82.062384,29.040113
Taylor Technical Institute,-83.565783,30.077954
Taylor University,-85.496906,40.458382
Taylortown School of Beauty Inc,-83.25932,42.255736
TDDS Technical Institute,-80.957782,41.115282
Teachers College at Columbia University,-73.960399,40.810311
Technical Career Institutes,-73.996048,40.750572
Technical College of the Lowcountry,-80.689468,32.420197
Technical Education Center Osceola - Poinciana Campus,-81.446811,28.14585
Technical Education Center Osceola - St. Cloud Campus,-81.305371,28.23644
Technical Education Center-Osceola,-81.349696,28.298648
Technical Institute of Cosmetology Arts and Sciences,-95.981314,36.152552
Technical Learning Centers Inc,-77.040391,38.90113
Telshe Yeshiva-Chicago,-87.716912,41.975289
Temple College,-97.351031,31.070607
Temple University,-75.158267,39.980943
Tenaj Salon Institute,-82.028271,28.92987
Tennessee Academy of Cosmetology-Shelby Drive,-89.828269,35.049097
Tennessee Academy of Cosmetology-Stage Road,-89.828905,35.204104
Tennessee Board of Regents,-86.692249,36.11343
Tennessee Career Institute,-87.077912,35.599771
Tennessee College of Applied Technology Nashville,-86.856335,36.132649
Tennessee College of Applied Technology-Athens,-84.630515,35.443807
Tennessee College of Applied Technology-Covington,-89.659976,35.545225
Tennessee College of Applied Technology-Crossville,-85.039137,35.946609
Tennessee College of Applied Technology-Crump,-88.319153,35.221452
Tennessee College of Applied Technology-Dickson,-87.366455,36.050549
Tennessee College of Applied Technology-Elizabethton,-82.178011,36.366083
Tennessee College of Applied Technology-Harriman,-84.526348,35.962651
Tennessee College of Applied Technology-Hartsville,-86.14366,36.387191
Tennessee College of Applied Technology-Hohenwald,-87.57487,35.548945
Tennessee College of Applied Technology-Jacksboro,-84.208987,36.317415
Tennessee College of Applied Technology-Jackson,-88.91249,35.611586
Tennessee College of Applied Technology-Knoxville,-83.964151,35.957
Tennessee College of Applied Technology-Livingston,-85.318466,36.395721
Tennessee College of Applied Technology-McKenzie,-88.521218,36.119716
Tennessee College of Applied Technology-McMinnville,-85.742809,35.699836
Tennessee College of Applied Technology-Memphis,-90.03881,35.149683
Tennessee College of Applied Technology-Morristown,-83.299259,36.205155
Tennessee College of Applied Technology-Murfreesboro,-86.448159,35.847576
Tennessee College of Applied Technology-Newbern,-89.25718,36.119958
Tennessee College of Applied Technology-Oneida-Huntsville,-84.53037,36.408479
Tennessee College of Applied Technology-Paris,-88.296432,36.296408
Tennessee College of Applied Technology-Pulaski,-87.007923,35.191008
Tennessee College of Applied Technology-Ripley,-89.555734,35.745964
Tennessee College of Applied Technology-Shelbyville,-86.41729,35.491199
Tennessee College of Applied Technology-Whiteville,-89.123885,35.352932
Tennessee School of Beauty of Knoxville Inc,-83.99584,35.975487
Tennessee State University,-86.82937,36.16899
Tennessee Technological University,-85.503957,36.174659
Tennessee Temple University,-85.27742,35.032456
Tennessee Wesleyan College,-84.592647,35.444939
Terra State Community College,-83.158583,41.353137
Teterboro School of Aeronautics,-74.071874,40.841265
Texarkana College,-94.078821,33.441916
Texas A & M International University,-99.435225,27.573504
Texas A & M University-Central Texas,-97.773225,31.052961
Texas A & M University-College Station,-96.340322,30.613226
Texas A & M University-Commerce,-95.906913,33.243814
Texas A & M University-Corpus Christi,-97.331933,27.718601
Texas A & M University-Kingsville,-97.882342,27.524852
Texas A & M University-System Office,-96.327381,30.63701
Texas A & M University-Texarkana,-94.10398,33.49561
Texas A&M University-San Antonio,-98.524812,29.305626
Texas Barber Colleges and Hairstyling Schools,-95.527848,29.727855
Texas Beauty College,-97.264501,32.815039
Texas Chiropractic College Foundation Inc,-95.15012,29.66482
Texas Christian University,-97.361537,32.709568
Texas College,-95.312259,32.374185
Texas College of Cosmetology-Abilene,-99.747145,32.448503
Texas College of Cosmetology-Lubbock,-101.924511,33.56118
Texas College of Cosmetology-San Angelo,-100.472661,31.41998
Texas County Technical College,-91.963425,37.300083
Texas Health and Science University,-97.785296,30.233148
Texas Health School,-95.57971,29.78349
Texas Lutheran University,-97.984601,29.573274
Texas Southern University,-95.361961,29.722468
Texas State Technical College,-97.084073,31.632364
Texas State Technical College-Harlingen,-97.666348,26.219333
Texas State Technical College-Marshall,-94.349897,32.518548
Texas State Technical College-System,-97.083512,31.637398
Texas State Technical College-Waco,-97.083675,31.637387
Texas State Technical College-West Texas,-100.474926,32.462704
Texas State University,-97.936392,29.889202
Texas Tech University,-101.876917,33.580309
Texas Tech University Health Sciences Center,-101.89359,33.593227
Texas Tech University System Administration,-101.874774,33.583439
Texas Vocational Schools Inc,-96.985036,28.813791
Texas Wesleyan University,-97.279631,32.733314
Texas Woman's University,-97.129088,33.227002
Thaddeus Stevens College of Technology,-76.289147,40.036745
Thanh Le College School of Cosmetology,-117.908197,33.788899
The Academy of Hair Design Six,-89.338011,31.35055
The Academy of Radio and TV Broadcasting,-117.987666,33.728895
The Academy Waukesha,-88.258371,43.04413
The Ailey School,-73.986891,40.766921
The Art Institute of Atlanta,-84.354867,33.937445
The Art Institute of Austin,-97.676358,30.479556
The Art Institute of Charleston,-79.926971,32.781424
The Art Institute of Charlotte,-80.926992,35.183009
The Art Institute of Cincinnati-AIC College of Design,-84.451296,39.285831
The Art Institute of Colorado,-104.985847,39.735587
The Art Institute of Fort Lauderdale,-80.123514,26.101246
The Art Institute of Houston,-95.445776,29.730409
The Art Institute of Indianapolis,-86.221906,39.920272
The Art Institute of Las Vegas,-115.088269,36.025768
The Art Institute of Michigan,-83.442576,42.498643
The Art Institute of New York City,-73.988506,40.754972
The Art Institute of Ohio-Cincinnati,-84.317882,39.288802
The Art Institute of Philadelphia,-75.167664,39.951096
The Art Institute of Phoenix,-112.107619,33.567139
The Art Institute of Pittsburgh,-79.999452,40.437521
The Art Institute of Pittsburgh-Online Division,-79.999455,40.43748
The Art Institute of Portland,-122.682644,45.524116
The Art Institute of Raleigh-Durham,-78.904709,35.992754
The Art Institute of Salt Lake City,-111.895543,40.534174
The Art Institute of San Antonio,-98.565113,29.533331
The Art Institute of Seattle,-122.348573,47.61222
The Art Institute of St Louis,-90.495665,38.766465
The Art Institute of Tennessee-Nashville,-86.635403,36.154574
The Art Institute of Tucson,-110.884812,32.251547
The Art Institute of Virginia Beach,-76.131612,36.842603
The Art Institute of Washington,-77.072631,38.895859
The Art Institute of Washington-Dulles,-77.43001,39.035205
The Art Institute of Wisconsin,-87.906391,43.03426
The Art Institutes International-Minnesota,-93.276322,44.976003
The Art Institutes International_Kansas City,-94.709655,38.979003
The Art Institutes of York-PA,-76.663561,39.992346
The Artisan College of Cosmetology,-83.617991,41.05163
The Baptist College of Florida,-85.519033,30.956401
The Barber School,-111.891658,40.620753
The Beauty Institute,-80.111689,26.710119
The Beauty Institute Schwarzkopf Professional - Boise,-116.277841,43.5888
The Beauty Institute Schwarzkopf Professional - Coeur D'Alene,-116.793231,47.70605
The Beauty Institute-Schwarzkopf Professional-Bellingham,-122.476461,48.75067
The Beauty School,-92.369711,36.34705
The Boston Conservatory,-71.090502,42.346933
The California Maritime Academy,-122.231551,38.069061
The Center for Cosmetology Education,-89.905621,35.11204
The Chicago School of Professional Psychology at Chicago,-87.633933,41.887903
The Chicago School of Professional Psychology at Irvine,-117.838396,33.650533
The Chicago School of Professional Psychology at Los Angeles,-118.257204,34.047983
The Chicago School of Professional Psychology at Washington DC,-77.033081,38.90153
The Chicago School of Professional Psychology at Westwood,-118.446059,34.059306
The Chicago School of Professional Psychology at Xavier University of Louisiana,-90.107006,29.963649
The Christ College of Nursing and Health Sciences,-84.509237,39.12072
The Chrysm Insitute of Esthetics,-76.139351,36.84521
The Collective School Of Music,-73.996851,40.7379
The College of Health Care Professions-Austin,-97.713662,30.329462
The College of Health Care Professions-Dallas,-96.758031,32.92258
The College of Health Care Professions-Fort Worth,-97.312707,32.816869
The College of Health Care Professions-San Antonio,-98.576635,29.488881
The College of Health Care Professions-Southwest Houston,-95.517381,29.70138
The College of Idaho,-116.676838,43.652653
The College of New Jersey,-74.777412,40.268742
The College of New Rochelle,-73.781104,40.899427
The College of Saint Rose,-73.78611,42.664664
The College of Saint Scholastica,-92.105738,46.81544
The College of Westchester,-73.784404,41.033687
The College of Wooster,-81.934674,40.81046
The Colorlab Academy of Hair,-76.349927,39.531933
The Commonwealth Medical College,-75.656178,41.41329
The Community College of Baltimore County,-76.48211,39.352647
The Creative Center,-96.08433,41.209556
The Creative Circus,-84.361989,33.813156
The English Center,-122.275381,37.794414
The Evergreen State College,-122.977492,47.07382
The General Theological Seminary,-74.003701,40.745787
The Hair Academy,-100.760039,46.805954
The Hair Design School-Charlotte,-80.7837,35.25855
The Hair Design School-E Greensboro,-79.759481,36.08759
The Hair Design School-N Memphis,-89.917181,35.21457
The Hair Design School-S Memphis,-89.945641,35.10962
The Hair Design School-Winston-Salem,-80.283151,36.15225
The Healthcare Institute,-98.523021,29.46188
The Illinois Institute of Art-Chicago,-87.637632,41.888723
The Illinois Institute of Art-Schaumburg,-88.043871,42.045749
The Institute of Beauty and Wellness,-87.90648,43.035096
The International Culinary Center,-74.00009,40.720817
The John Marshall Law School,-87.628567,41.877966
The Juilliard School,-73.982913,40.773725
The King's University,-97.121771,32.93935
The KingÕs College,-74.117851,40.639967
The Lab-Paul Mitchell Partner School,-74.802371,40.26533
The Landing School,-70.503498,43.380523
The Master's College and Seminary,-118.517422,34.38214
The Medical Arts School,-78.587101,35.85426
The National Hispanic University,-121.815921,37.359057
The New England Conservatory of Music,-71.086321,42.340998
The New England Institute of Art,-71.115654,42.332079
The New School,-73.994636,40.735275
The Ohio Media School-Columbus,-82.8554,39.955294
The Recording Conservatory of Austin,-97.831051,30.36066
The Restaurant School at Walnut Hill College,-75.20749,39.955098
The Robert B Miller College,-85.178861,42.333225
The Sage Colleges,-73.693711,42.72822
The Salon Professional Academy-Altoona,-78.40325,40.469791
The Salon Professional Academy-Anderson,-85.653541,40.06075
The Salon Professional Academy-Appleton,-88.455943,44.261768
The Salon Professional Academy-Colorado Springs,-104.750717,38.894698
The Salon Professional Academy-Eau Claire,-91.461714,44.783374
The Salon Professional Academy-Elgin,-88.338747,42.026926
The Salon Professional Academy-Evansville,-87.484051,37.98706
The Salon Professional Academy-Fargo,-96.858729,46.859013
The Salon Professional Academy-Ft Myers,-81.886899,26.596574
The Salon Professional Academy-Grand Junction,-108.564961,39.07799
The Salon Professional Academy-Huntsville,-86.657129,34.738216
The Salon Professional Academy-Iowa City,-91.503051,41.64261
The Salon Professional Academy-Kenosha,-87.852842,42.558916
The Salon Professional Academy-Kokomo,-86.107597,40.476481
The Salon Professional Academy-Lewisville,-96.966321,33.004144
The Salon Professional Academy-Melbourne,-80.649751,28.08158
The Salon Professional Academy-Nashville,-86.667551,36.17027
The Salon Professional Academy-North Little Rock,-92.256013,34.797099
The Salon Professional Academy-Onalaska,-91.19732,43.87382
The Salon Professional Academy-San Jose,-121.988631,37.29214
The Salon Professional Academy-Shorewood,-88.203679,41.540621
The Salon Professional Academy-South Plainfield,-74.429416,40.548458
The Salon Professional Academy-St Charles,-90.539643,38.788205
The Salon Professional Academy-Tonawanda,-78.826651,42.98213
The Salon Spa Academy,-85.223862,42.29746
The Salter School-Malden Campus,-71.073631,42.427603
The Salter School-Tewksbury Campus,-71.286844,42.611476
The Santa Barbara and Ventura Colleges of Law at Santa Barbara,-119.704961,34.42453
The Santa Barbara and Ventura Colleges of Law at Ventura,-119.233167,34.257224
The School of Hairstyling,-112.465046,42.920006
The Seattle School of Theology & Psychology,-122.350945,47.613373
The Southern Baptist Theological Seminary,-85.687649,38.248216
The Spa School,-83.018667,40.065384
The Temple Annapolis-A Paul Mitchell Partner School,-76.542916,38.980365
The Temple-A Paul Mitchell Partner School,-77.411591,39.415152
The Training Domain,-81.878721,26.55882
The University of Aesthetics & Cosmetology,-88.011189,41.793731
The University of Alabama,-87.545766,33.2144
The University of America,-117.133921,33.56055
The University of Findlay,-83.652067,41.05441
The University of Montana,-113.98294,46.861074
The University of Montana-Western,-112.639264,45.208306
The University of Tampa,-82.465582,27.947225
The University of Tennessee-Chattanooga,-85.299812,35.048247
The University of Tennessee-Health Science Center,-90.033174,35.138781
The University of Tennessee-Knoxville,-83.929696,35.955093
The University of Tennessee-Martin,-88.864211,36.340338
The University of Texas at Arlington,-97.115087,32.728437
The University of Texas at Austin,-97.73924,30.286598
The University of Texas at Brownsville,-97.486644,25.893584
The University of Texas at Dallas,-96.748371,32.989432
The University of Texas at El Paso,-106.50356,31.771697
The University of Texas at San Antonio,-98.621386,29.582418
The University of Texas at Tyler,-95.249096,32.314724
The University of Texas Health Science Center at Houston,-95.403183,29.702873
The University of Texas Health Science Center at San Antonio,-98.57606,29.504716
The University of Texas MD Anderson Cancer Center,-95.40079,29.705395
The University of Texas Medical Branch,-94.776401,29.311333
The University of Texas of the Permian Basin,-102.329634,31.889509
The University of Texas Rio Grande Valley,-98.172112,26.306629
The University of Texas System Office,-97.743813,30.268651
The University of the Arts,-75.165888,39.946017
The University of Virginia's College at Wise,-82.558728,36.971468
The University of West Florida,-87.218125,30.542855
The Vocational Nursing Institute Inc,-95.587091,29.90398
The Wright Institute,-122.253168,37.868221
Theatre of Arts,-118.338301,34.09919
Theological Seminary of the Reformed Episcopal Church,-75.289789,40.168702
Thiel College,-80.382134,41.41308
Thomas Aquinas College,-119.087141,34.429009
Thomas College,-69.662923,44.524046
Thomas Edison State University,-74.769652,40.22011
Thomas Jefferson School of Law,-117.154191,32.71014
Thomas Jefferson University,-75.158147,39.949062
Thomas More College,-84.568923,39.022963
Thomas More College of Liberal Arts,-71.48364,42.807701
Thomas Nelson Community College,-76.418615,37.063654
