"Official.Name","n","LONGITUDE","LATITUDE","College.Univ","X","X.1","Player","Year","Rnd","Pos"
"University of Washington-Seattle Campus",108,"-122.313115","47.656213","Washington",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Washington_Huskies_logo.svg/200px-Washington_Huskies_logo.svg.png","Isaiah Stanback",2007,4,"QB"
"University of Washington-Seattle Campus",108,"-122.313115","47.656213","Washington",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Washington_Huskies_logo.svg/200px-Washington_Huskies_logo.svg.png","Danny Shelton",2015,1,"NT"
"University of Washington-Seattle Campus",108,"-122.313115","47.656213","Washington",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Washington_Huskies_logo.svg/200px-Washington_Huskies_logo.svg.png","Austin Seferian-Jenkins",2014,2,"TE"
"University of Washington-Seattle Campus",108,"-122.313115","47.656213","Washington",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Washington_Huskies_logo.svg/200px-Washington_Huskies_logo.svg.png","Bishop Sankey",2014,2,"RB"
"University of Washington-Seattle Campus",108,"-122.313115","47.656213","Washington",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Washington_Huskies_logo.svg/200px-Washington_Huskies_logo.svg.png","Marcus Peters",2015,1,"CB"
"University of Washington-Seattle Campus",108,"-122.313115","47.656213","Washington",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Washington_Huskies_logo.svg/200px-Washington_Huskies_logo.svg.png","Jake Locker",2011,1,"QB"
"University of Washington-Seattle Campus",108,"-122.313115","47.656213","Washington",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Washington_Huskies_logo.svg/200px-Washington_Huskies_logo.svg.png","Hau'oli Kikaha",2015,2,"OLB"
"University of Washington-Seattle Campus",108,"-122.313115","47.656213","Washington",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Washington_Huskies_logo.svg/200px-Washington_Huskies_logo.svg.png","Senio Kelemete",2012,5,"G"
"University of Washington-Seattle Campus",108,"-122.313115","47.656213","Washington",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Washington_Huskies_logo.svg/200px-Washington_Huskies_logo.svg.png","Derrick Johnson",2005,6,"DB"
"University of Washington-Seattle Campus",108,"-122.313115","47.656213","Washington",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Washington_Huskies_logo.svg/200px-Washington_Huskies_logo.svg.png","Dashon Goldson",2007,4,"DB"
"University of Washington-Seattle Campus",108,"-122.313115","47.656213","Washington",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Washington_Huskies_logo.svg/200px-Washington_Huskies_logo.svg.png","Mason Foster",2011,3,"LB"
"University of Washington-Seattle Campus",108,"-122.313115","47.656213","Washington",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Washington_Huskies_logo.svg/200px-Washington_Huskies_logo.svg.png","Donald Butler",2010,3,"LB"
"University of Washington-Seattle Campus",108,"-122.313115","47.656213","Washington",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Washington_Huskies_logo.svg/200px-Washington_Huskies_logo.svg.png","Khalif Barnes",2005,2,"T"
"University of Washington-Seattle Campus",108,"-122.313115","47.656213","Washington",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Washington_Huskies_logo.svg/200px-Washington_Huskies_logo.svg.png","Joe Toledo",2006,4,"T"
"University of Wisconsin-La Crosse",3,"-91.230149","43.815295","Wisc-LaCrosse",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/4/4b/University_of_Wisconsin-La_Crosse_logo.svg/220px-University_of_Wisconsin-La_Crosse_logo.svg.png",NA,NA,NA,NA
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Kevin Zeitler",2012,1,"G"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Russell Wilson",2012,3,"QB"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Brandon Williams",2006,3,"WR"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","James White",2014,4,"RB"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Jonathan Welsh",2005,5,"DE"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","J.J. Watt",2011,1,"DE"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Ricky Wagner",2013,5,"T"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Nick Toon",2012,4,"WR"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Joe Thomas",2007,1,"T"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Scott Starks",2005,3,"DB"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Dezmen Southward",2014,3,"DB"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","O'Brien Schofield",2010,4,"DE"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Jason Pociask",2006,5,"TE"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Brad Nortman",2012,6,"P"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Bill Nagy",2011,7,"G"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","John Moffitt",2011,3,"G"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Taylor Mehlhaff",2008,6,"K"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Peter Konz",2012,2,"C"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Lance Kendricks",2011,2,"TE"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Jason Jefferson",2005,6,"DT"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Erasmus James",2005,1,"DE"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Jack Ikegwuonu",2008,4,"DB"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Paul Hubbard",2008,6,"WR"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Nick Hayden",2008,6,"DT"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Anttaj Hawthorne",2005,6,"DT"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Rob Havenstein",2015,2,"T"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Garrett Graham",2010,4,"TE"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Melvin Gordon",2015,1,"RB"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Travis Frederick",2013,1,"C"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Bradie Ewing",2012,5,"RB"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Owen Daniels",2006,4,"TE"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Gabe Carimi",2011,1,"T"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Brian Calhoun",2006,3,"RB"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Dan Buenning",2005,4,"G"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Chris Borland",2014,3,"LB"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Montee Ball",2013,2,"RB"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Beau Allen",2014,7,"DT"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Jared Abbrederis",2014,5,"WR"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Jonathan Orr",2006,6,"WR"
"University of Wisconsin-Madison",107,"-89.405356","43.073858","Wisconsin",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/University_of_Wisconsin_Waving_W.svg/175px-University_of_Wisconsin_Waving_W.svg.png","Anthony Davis",2005,7,"RB"
"University of Wisconsin-Stevens Point",5,"-89.570934","44.529582","Wisc-Stevens Point",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/e/ec/UW%E2%80%93Stevens_Point_logo.png/250px-UW%E2%80%93Stevens_Point_logo.png",NA,NA,NA,NA
"University of Wisconsin-Stout",1,"-91.929461","44.88861","Wisc-Stout",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/c/c8/UW%E2%80%93Whitewater.png/175px-UW%E2%80%93Whitewater.png",NA,NA,NA,NA
"University of Wisconsin-Whitewater",1,"-88.742368","42.835563","Wisc-Whitewater",NA,"https://upload.wikimedia.org/wikipedia/en/thumb/c/c8/UW%E2%80%93Whitewater.png/175px-UW%E2%80%93Whitewater.png","Derek Stanley",2007,7,"WR"
"University of Wyoming",25,"-105.57204","41.311943","Wyoming",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Steamboat.svg/125px-Steamboat.svg.png","John Wendling",2007,6,"DB"
"University of Wyoming",25,"-105.57204","41.311943","Wyoming",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Steamboat.svg/125px-Steamboat.svg.png","Chris Prosinski",2011,4,"DB"
"University of Wyoming",25,"-105.57204","41.311943","Wyoming",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Steamboat.svg/125px-Steamboat.svg.png","Mark Nzeocha",2015,7,"OLB"
"University of Wyoming",25,"-105.57204","41.311943","Wyoming",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Steamboat.svg/125px-Steamboat.svg.png","Derrick Martin",2006,6,"DB"
"University of Wyoming",25,"-105.57204","41.311943","Wyoming",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Steamboat.svg/125px-Steamboat.svg.png","Marqueston Huff",2014,4,"DB"
"University of Wyoming",25,"-105.57204","41.311943","Wyoming",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Steamboat.svg/125px-Steamboat.svg.png","Robert Herron",2014,6,"WR"
"Utah State University",21,"-111.81391","41.740748","Utah St.",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Utah_State_University_Aggies_Logo.svg/200px-Utah_State_University_Aggies_Logo.svg.png","Kerwynn Williams",2013,7,"RB"
"Utah State University",21,"-111.81391","41.740748","Utah St.",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Utah_State_University_Aggies_Logo.svg/200px-Utah_State_University_Aggies_Logo.svg.png","Bobby Wagner",2012,2,"LB"
"Utah State University",21,"-111.81391","41.740748","Utah St.",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Utah_State_University_Aggies_Logo.svg/200px-Utah_State_University_Aggies_Logo.svg.png","Robert Turbin",2012,4,"RB"
"Utah State University",21,"-111.81391","41.740748","Utah St.",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Utah_State_University_Aggies_Logo.svg/200px-Utah_State_University_Aggies_Logo.svg.png","Michael Smith",2012,7,"RB"
"Utah State University",21,"-111.81391","41.740748","Utah St.",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Utah_State_University_Aggies_Logo.svg/200px-Utah_State_University_Aggies_Logo.svg.png","Kevin Robinson",2008,6,"WR"
"Utah State University",21,"-111.81391","41.740748","Utah St.",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Utah_State_University_Aggies_Logo.svg/200px-Utah_State_University_Aggies_Logo.svg.png","Shawn Murphy",2008,4,"T"
"Utah State University",21,"-111.81391","41.740748","Utah St.",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Utah_State_University_Aggies_Logo.svg/200px-Utah_State_University_Aggies_Logo.svg.png","Curtis Marsh",2011,3,"DB"
"Utah State University",21,"-111.81391","41.740748","Utah St.",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Utah_State_University_Aggies_Logo.svg/200px-Utah_State_University_Aggies_Logo.svg.png","Nevin Lawson",2014,4,"DB"
"Utah State University",21,"-111.81391","41.740748","Utah St.",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Utah_State_University_Aggies_Logo.svg/200px-Utah_State_University_Aggies_Logo.svg.png","Will Davis",2013,3,"DB"
"Utah State University",21,"-111.81391","41.740748","Utah St.",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Utah_State_University_Aggies_Logo.svg/200px-Utah_State_University_Aggies_Logo.svg.png","Maurice Alexander",2014,4,"DB"
"Valdosta State University",3,"-83.289925","30.849236","Valdosta St.",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Valdosta_State_Blazers_logo.svg/200px-Valdosta_State_Blazers_logo.svg.png","Edmund Kugbila",2013,4,"OL"
"Vanderbilt University",36,"-86.804875","36.14443","Vanderbilt",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Vanderbilt_Commodores_logo.svg/125px-Vanderbilt_Commodores_logo.svg.png","Chris Williams",2008,1,"T"
"Vanderbilt University",36,"-86.804875","36.14443","Vanderbilt",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Vanderbilt_Commodores_logo.svg/125px-Vanderbilt_Commodores_logo.svg.png","Thomas Welch",2010,7,"T"
"Vanderbilt University",36,"-86.804875","36.14443","Vanderbilt",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Vanderbilt_Commodores_logo.svg/125px-Vanderbilt_Commodores_logo.svg.png","Zac Stacy",2013,5,"RB"
"Vanderbilt University",36,"-86.804875","36.14443","Vanderbilt",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Vanderbilt_Commodores_logo.svg/125px-Vanderbilt_Commodores_logo.svg.png","Ryan Seymour",2013,7,"G"
"Vanderbilt University",36,"-86.804875","36.14443","Vanderbilt",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Vanderbilt_Commodores_logo.svg/125px-Vanderbilt_Commodores_logo.svg.png","Jordan Matthews",2014,2,"WR"
"Vanderbilt University",36,"-86.804875","36.14443","Vanderbilt",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Vanderbilt_Commodores_logo.svg/125px-Vanderbilt_Commodores_logo.svg.png","Myron Lewis",2010,3,"DB"
"Vanderbilt University",36,"-86.804875","36.14443","Vanderbilt",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Vanderbilt_Commodores_logo.svg/125px-Vanderbilt_Commodores_logo.svg.png","Wesley Johnson",2014,5,"OL"
"Vanderbilt University",36,"-86.804875","36.14443","Vanderbilt",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Vanderbilt_Commodores_logo.svg/125px-Vanderbilt_Commodores_logo.svg.png","Casey Hayward",2012,2,"DB"
"Vanderbilt University",36,"-86.804875","36.14443","Vanderbilt",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Vanderbilt_Commodores_logo.svg/125px-Vanderbilt_Commodores_logo.svg.png","Jovan Haye",2005,6,"DE"
"Vanderbilt University",36,"-86.804875","36.14443","Vanderbilt",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Vanderbilt_Commodores_logo.svg/125px-Vanderbilt_Commodores_logo.svg.png","Andre Hal",2014,7,"DB"
"Vanderbilt University",36,"-86.804875","36.14443","Vanderbilt",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Vanderbilt_Commodores_logo.svg/125px-Vanderbilt_Commodores_logo.svg.png","Jonathan Goff",2008,5,"LB"
"Vanderbilt University",36,"-86.804875","36.14443","Vanderbilt",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Vanderbilt_Commodores_logo.svg/125px-Vanderbilt_Commodores_logo.svg.png","Justin Geisinger",2005,6,"G"
"Vanderbilt University",36,"-86.804875","36.14443","Vanderbilt",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Vanderbilt_Commodores_logo.svg/125px-Vanderbilt_Commodores_logo.svg.png","Tim Fugger",2012,7,"DE"
"Vanderbilt University",36,"-86.804875","36.14443","Vanderbilt",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Vanderbilt_Commodores_logo.svg/125px-Vanderbilt_Commodores_logo.svg.png","Jay Cutler",2006,1,"QB"
"Vanderbilt University",36,"-86.804875","36.14443","Vanderbilt",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Vanderbilt_Commodores_logo.svg/125px-Vanderbilt_Commodores_logo.svg.png","Earl Bennett",2008,3,"WR"
"Villanova University",3,"-75.345457","40.039388","Villanova",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Villanova_Wildcats_Logo.svg/175px-Villanova_Wildcats_Logo.svg.png","Matt Sherry",2008,6,"TE"
"Villanova University",3,"-75.345457","40.039388","Villanova",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Villanova_Wildcats_Logo.svg/175px-Villanova_Wildcats_Logo.svg.png","Ben Ijalana",2011,2,"T"
"Virginia Military Institute",1,"-79.435737","37.790644","VMI",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/Virginia_Military_Institute_logo.png/110px-Virginia_Military_Institute_logo.png",NA,NA,NA,NA
"Virginia Polytechnic Institute and State University",96,"-80.423229","37.228572","Virginia Tech",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Virginia_Tech_Hokies_logo.svg/260px-Virginia_Tech_Hokies_logo.svg.png","Jason Worilds",2010,2,"DE"
"Virginia Polytechnic Institute and State University",96,"-80.423229","37.228572","Virginia Tech",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Virginia_Tech_Hokies_logo.svg/260px-Virginia_Tech_Hokies_logo.svg.png","David Wilson",2012,1,"RB"
"Virginia Polytechnic Institute and State University",96,"-80.423229","37.228572","Virginia Tech",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Virginia_Tech_Hokies_logo.svg/260px-Virginia_Tech_Hokies_logo.svg.png","Ryan Williams",2011,2,"RB"
"Virginia Polytechnic Institute and State University",96,"-80.423229","37.228572","Virginia Tech",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Virginia_Tech_Hokies_logo.svg/260px-Virginia_Tech_Hokies_logo.svg.png","Jimmy Williams",2006,2,"DB"
"Virginia Polytechnic Institute and State University",96,"-80.423229","37.228572","Virginia Tech",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Virginia_Tech_Hokies_logo.svg/260px-Virginia_Tech_Hokies_logo.svg.png","Ed Wang",2010,5,"T"
"Virginia Polytechnic Institute and State University",96,"-80.423229","37.228572","Virginia Tech",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Virginia_Tech_Hokies_logo.svg/260px-Virginia_Tech_Hokies_logo.svg.png","Logan Thomas",2014,4,"QB"
"Virginia Polytechnic Institute and State University",96,"-80.423229","37.228572","Virginia Tech",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Virginia_Tech_Hokies_logo.svg/260px-Virginia_Tech_Hokies_logo.svg.png","Tyrod Taylor",2011,6,"QB"
"Virginia Polytechnic Institute and State University",96,"-80.423229","37.228572","Virginia Tech",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Virginia_Tech_Hokies_logo.svg/260px-Virginia_Tech_Hokies_logo.svg.png","Darryl Tapp",2006,2,"DE"
"Virginia Polytechnic Institute and State University",96,"-80.423229","37.228572","Virginia Tech",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Virginia_Tech_Hokies_logo.svg/260px-Virginia_Tech_Hokies_logo.svg.png","Eddie Royal",2008,2,"WR"
"Virginia Polytechnic Institute and State University",96,"-80.423229","37.228572","Virginia Tech",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Virginia_Tech_Hokies_logo.svg/260px-Virginia_Tech_Hokies_logo.svg.png","Aaron Rouse",2007,3,"DB"
"Virginia Polytechnic Institute and State University",96,"-80.423229","37.228572","Virginia Tech",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Virginia_Tech_Hokies_logo.svg/260px-Virginia_Tech_Hokies_logo.svg.png","Carlton Powell",2008,5,"DT"
"Virginia Polytechnic Institute and State University",96,"-80.423229","37.228572","Virginia Tech",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Virginia_Tech_Hokies_logo.svg/260px-Virginia_Tech_Hokies_logo.svg.png","Vinston Painter",2013,6,"G"
"Virginia Polytechnic Institute and State University",96,"-80.423229","37.228572","Virginia Tech",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Virginia_Tech_Hokies_logo.svg/260px-Virginia_Tech_Hokies_logo.svg.png","Josh Morgan",2008,6,"WR"
"Virginia Polytechnic Institute and State University",96,"-80.423229","37.228572","Virginia Tech",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Virginia_Tech_Hokies_logo.svg/260px-Virginia_Tech_Hokies_logo.svg.png","Will Montgomery",2006,7,"G"
"Virginia Polytechnic Institute and State University",96,"-80.423229","37.228572","Virginia Tech",NA,"https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Virginia_Tech_Hokies_logo.svg/260px-Virginia_Tech_Hokies_logo.svg.png","Jonathan Lewis",2006,6,"DT"
